Student_ID,Age,Gender,Course,Logins,Content_Reads,Forum_Posts,Quiz_Reviews,Assignment1_Late,Assignment2_Late,Assignment3_Late,Avg_Assignment_Time,Engagement_Level,Risk_Score,Risk_Level,Dropout,Suggestion
STU1850,21,Male,IT,7,464,18,5,0,0,1,149,Low,78.27,High Risk,Yes,"Attend mentoring, increase activity"
STU1851,21,Female,ECE,179,660,9,0,1,0,0,211,High,70.73,High Risk,Yes,"Attend mentoring, increase activity"
STU1852,22,Female,CSE,103,301,38,0,0,0,0,33,Low,53.47,Medium Risk,No,Improve consistency
STU1853,19,Male,ECE,120,573,11,7,0,0,0,55,Low,53.4,Medium Risk,No,Improve consistency
STU1854,21,Female,ECE,274,150,19,8,1,1,0,226,Low,46.07,Medium Risk,No,Improve consistency
STU1855,21,Male,EEE,257,155,36,1,0,0,1,64,Low,42.13,Medium Risk,No,Improve consistency
STU1856,19,Female,ECE,99,434,47,8,1,0,0,87,Low,42.6,Medium Risk,No,Improve consistency
STU1857,19,Male,ECE,277,323,40,4,0,0,0,168,High,21.07,Low Risk,No,Maintain performance
STU1858,21,Male,EEE,28,193,6,7,0,0,0,281,Low,68.67,Medium Risk,No,Improve consistency
STU1859,19,Female,IT,120,673,13,6,0,0,0,157,Low,54.2,Medium Risk,No,Improve consistency
STU1860,21,Female,EEE,155,722,10,6,0,1,0,47,High,61.33,Medium Risk,No,Improve consistency
STU1861,21,Female,CSE,54,137,6,3,0,1,1,120,Low,93.2,High Risk,Yes,"Attend mentoring, increase activity"
STU1862,22,Male,EEE,210,296,28,1,0,0,0,24,Low,43.2,Medium Risk,No,Improve consistency
STU1863,18,Male,CSE,83,262,9,4,0,1,0,87,Low,75.53,High Risk,Yes,"Attend mentoring, increase activity"
STU1864,21,Male,IT,74,787,28,2,0,0,1,85,High,69.33,Medium Risk,No,Improve consistency
STU1865,20,Female,EEE,31,709,8,8,0,0,0,284,Low,65.07,Medium Risk,No,Improve consistency
STU1866,23,Male,EEE,275,395,35,5,1,0,0,206,High,32.33,Low Risk,No,Maintain performance
STU1867,24,Male,IT,54,239,47,0,0,1,0,228,Low,64.6,Medium Risk,No,Improve consistency
STU1868,18,Female,CSE,296,280,9,2,0,0,1,72,Low,51.13,Medium Risk,No,Improve consistency
STU1869,18,Male,EEE,251,780,18,3,0,0,0,41,High,39.73,Low Risk,No,Maintain performance
STU1870,18,Male,CSE,268,424,30,8,0,1,0,242,High,30.27,Low Risk,No,Maintain performance
STU1871,22,Female,EEE,83,207,16,5,1,0,0,119,Low,69.33,Medium Risk,No,Improve consistency
STU1872,21,Male,ECE,194,332,8,3,0,0,0,174,Low,53.33,Medium Risk,No,Improve consistency
STU1873,22,Female,EEE,51,65,44,0,1,0,0,203,Low,66.8,Medium Risk,No,Improve consistency
STU1874,21,Female,IT,193,212,32,7,0,0,0,16,Low,31.07,Low Risk,No,Maintain performance
STU1875,22,Female,IT,260,792,33,1,0,0,0,148,High,33.53,Low Risk,No,Maintain performance
STU1876,22,Female,CSE,226,630,44,7,0,0,0,296,High,19.47,Low Risk,No,Maintain performance
STU1877,23,Female,EEE,245,637,23,5,1,1,1,65,High,63.53,Medium Risk,No,Improve consistency
STU1878,20,Male,CSE,273,613,8,7,1,0,0,169,High,44.8,Medium Risk,No,Improve consistency
STU1879,22,Male,CSE,5,147,6,5,0,0,0,158,Low,75.73,High Risk,Yes,"Attend mentoring, increase activity"
STU1880,23,Female,ECE,38,431,15,4,1,0,0,296,Low,77.93,High Risk,Yes,"Attend mentoring, increase activity"
STU1881,19,Female,ECE,83,66,18,4,0,1,0,266,Low,70.13,High Risk,Yes,"Attend mentoring, increase activity"
STU1882,20,Male,IT,240,571,38,9,1,1,0,148,High,37.2,Low Risk,No,Maintain performance
STU1883,22,Female,CSE,102,80,5,9,0,0,0,196,Low,55.4,Medium Risk,No,Improve consistency
STU1884,24,Female,IT,86,603,49,7,0,0,0,193,High,35.13,Low Risk,No,Maintain performance
STU1885,18,Female,EEE,196,381,10,6,0,1,0,271,Low,55.87,Medium Risk,No,Improve consistency
STU1886,19,Male,CSE,257,626,11,7,1,1,0,154,High,55.13,Medium Risk,No,Improve consistency
STU1887,19,Male,CSE,42,609,41,7,1,0,0,270,Low,55.8,Medium Risk,No,Improve consistency
STU1888,23,Female,EEE,18,523,12,6,1,0,0,11,Low,78.4,High Risk,Yes,"Attend mentoring, increase activity"
STU1889,19,Female,EEE,213,93,11,1,1,0,0,21,Low,63,Medium Risk,No,Improve consistency
STU1890,20,Male,IT,93,52,20,8,0,0,0,270,Low,49.6,Medium Risk,No,Improve consistency
STU1891,22,Male,IT,60,675,9,6,1,1,1,178,Low,94.6,High Risk,Yes,"Attend mentoring, increase activity"
STU1892,22,Female,EEE,98,615,19,5,1,0,1,157,Low,75.53,High Risk,Yes,"Attend mentoring, increase activity"
STU1893,24,Female,IT,97,142,49,8,0,0,0,209,Low,31.67,Low Risk,No,Maintain performance
STU1894,18,Male,EEE,89,404,35,0,0,0,0,79,Low,57.13,Medium Risk,No,Improve consistency
STU1895,23,Male,CSE,249,74,27,1,0,0,0,63,Low,38.6,Low Risk,No,Maintain performance
STU1896,18,Male,CSE,26,299,23,0,1,0,0,268,Low,82.73,High Risk,Yes,"Attend mentoring, increase activity"
STU1897,19,Female,ECE,295,385,4,9,1,0,1,37,High,50.27,Medium Risk,No,Improve consistency
STU1898,24,Male,CSE,276,778,36,2,1,0,0,129,High,37.6,Low Risk,No,Maintain performance
STU1899,18,Female,EEE,126,476,11,4,1,0,0,142,Low,68.6,Medium Risk,No,Improve consistency
STU1900,20,Male,IT,132,222,34,0,1,0,1,99,Low,72,High Risk,Yes,"Attend mentoring, increase activity"
STU1901,22,Male,ECE,117,157,39,3,0,1,0,25,Low,55,Medium Risk,No,Improve consistency
STU1902,19,Male,IT,277,582,1,7,0,1,0,296,High,48.47,Medium Risk,No,Improve consistency
STU1903,24,Male,EEE,134,480,49,5,0,0,0,293,High,32.73,Low Risk,No,Maintain performance
STU1904,18,Female,CSE,136,158,40,0,0,1,0,239,Low,57.87,Medium Risk,No,Improve consistency
STU1905,23,Female,ECE,89,97,44,0,0,0,0,146,Low,51.73,Medium Risk,No,Improve consistency
STU1906,20,Male,EEE,85,333,38,2,1,0,1,236,Low,71.87,High Risk,Yes,"Attend mentoring, increase activity"
STU1907,20,Female,ECE,73,405,41,9,0,1,0,36,Low,47.67,Medium Risk,No,Improve consistency
STU1908,18,Male,ECE,152,799,8,7,0,0,0,126,High,50.93,Medium Risk,No,Improve consistency
STU1909,22,Male,CSE,20,413,21,7,0,0,1,98,Low,70.73,High Risk,Yes,"Attend mentoring, increase activity"
STU1910,18,Male,EEE,109,91,46,2,0,1,0,116,Low,53.87,Medium Risk,No,Improve consistency
STU1911,19,Male,IT,169,650,4,6,0,1,0,230,Low,63.07,Medium Risk,No,Improve consistency
STU1912,18,Female,ECE,205,295,11,2,0,0,0,232,Low,52.07,Medium Risk,No,Improve consistency
STU1913,20,Male,ECE,201,391,0,3,0,1,0,131,Low,67.2,Medium Risk,No,Improve consistency
STU1914,24,Male,IT,189,279,43,8,0,0,0,42,Low,23,Low Risk,No,Maintain performance
STU1915,18,Female,EEE,269,301,21,3,0,0,1,100,Low,45.53,Medium Risk,No,Improve consistency
STU1916,22,Male,ECE,104,462,37,2,0,0,0,193,Low,49.93,Medium Risk,No,Improve consistency
STU1917,24,Male,ECE,218,724,18,4,0,0,0,267,High,42.13,Medium Risk,No,Improve consistency
STU1918,23,Male,ECE,282,33,15,6,0,0,0,22,Low,31.4,Low Risk,No,Maintain performance
STU1919,21,Female,EEE,166,320,30,4,0,0,1,33,Low,51.87,Medium Risk,No,Improve consistency
STU1920,18,Male,EEE,161,470,2,3,0,0,0,43,Low,61.33,Medium Risk,No,Improve consistency
STU1921,22,Female,IT,255,217,22,7,1,0,1,256,Low,48.8,Medium Risk,No,Improve consistency
STU1922,24,Male,EEE,101,726,41,3,0,0,0,28,High,45.93,Medium Risk,No,Improve consistency
STU1923,22,Male,EEE,22,673,17,1,0,0,1,39,Low,84.87,High Risk,Yes,"Attend mentoring, increase activity"
STU1924,23,Female,CSE,101,447,25,9,0,1,1,58,Low,63.53,Medium Risk,No,Improve consistency
STU1925,20,Male,IT,5,547,12,5,0,0,1,189,Low,82.13,High Risk,Yes,"Attend mentoring, increase activity"
STU1926,22,Male,ECE,220,715,17,1,0,0,0,235,High,48.47,Medium Risk,No,Improve consistency
STU1927,24,Female,EEE,136,345,2,2,0,0,0,87,Low,66.67,Medium Risk,No,Improve consistency
STU1928,22,Female,ECE,264,431,22,0,0,1,0,216,High,51.6,Medium Risk,No,Improve consistency
STU1929,22,Female,ECE,129,759,2,4,0,0,0,44,Low,63.6,Medium Risk,No,Improve consistency
STU1930,22,Female,CSE,86,330,24,8,0,0,1,259,Low,58.13,Medium Risk,No,Improve consistency
STU1931,19,Female,EEE,287,506,26,1,0,0,0,80,High,34.13,Low Risk,No,Maintain performance
STU1932,19,Male,IT,175,596,43,6,0,0,0,288,High,28.87,Low Risk,No,Maintain performance
STU1933,20,Female,EEE,63,172,26,4,1,0,0,161,Low,68,Medium Risk,No,Improve consistency
STU1934,18,Male,ECE,36,550,38,1,0,0,0,236,Low,60.4,Medium Risk,No,Improve consistency
STU1935,22,Male,IT,165,174,24,7,0,1,0,252,Low,49.6,Medium Risk,No,Improve consistency
STU1936,23,Male,EEE,288,707,23,5,0,0,0,19,High,27.8,Low Risk,No,Maintain performance
STU1937,18,Female,ECE,110,575,7,3,1,1,1,57,Low,95.13,High Risk,Yes,"Attend mentoring, increase activity"
STU1938,23,Female,ECE,109,304,8,3,0,1,0,121,Low,74.67,High Risk,Yes,"Attend mentoring, increase activity"
STU1939,18,Male,CSE,232,51,45,1,0,1,0,213,Low,40.07,Medium Risk,No,Improve consistency
STU1940,20,Female,CSE,192,294,36,2,0,1,0,166,Low,48.8,Medium Risk,No,Improve consistency
STU1941,22,Female,CSE,74,396,29,6,0,1,1,35,Low,70.73,High Risk,Yes,"Attend mentoring, increase activity"
STU1942,22,Female,ECE,294,147,18,2,0,0,0,175,Low,36,Low Risk,No,Maintain performance
STU1943,21,Female,EEE,91,196,15,4,0,0,0,258,Low,60.87,Medium Risk,No,Improve consistency
STU1944,23,Male,CSE,60,725,23,9,0,0,0,271,Low,50.2,Medium Risk,No,Improve consistency
STU1945,18,Male,EEE,117,440,43,5,0,1,0,273,Low,48.6,Medium Risk,No,Improve consistency
STU1946,18,Female,CSE,17,563,20,5,0,0,0,26,Low,65.73,Medium Risk,No,Improve consistency
STU1947,19,Male,IT,22,425,35,3,0,0,1,85,Low,70.07,High Risk,Yes,"Attend mentoring, increase activity"
STU1948,21,Female,IT,186,435,39,5,0,0,0,263,High,31.8,Low Risk,No,Maintain performance
STU1949,24,Female,CSE,117,425,38,2,0,1,0,215,Low,57.6,Medium Risk,No,Improve consistency
STU1950,24,Male,ECE,233,35,46,6,1,1,0,43,Low,39.33,Low Risk,No,Maintain performance
STU1951,19,Male,CSE,175,380,5,6,0,0,0,156,Low,51.67,Medium Risk,No,Improve consistency
STU1952,19,Male,CSE,299,394,4,3,1,0,0,237,High,51.73,Medium Risk,No,Improve consistency
STU1953,19,Female,ECE,193,65,13,1,0,0,1,127,Low,64.47,Medium Risk,No,Improve consistency
STU1954,23,Male,IT,83,262,44,6,0,0,0,174,Low,40.53,Medium Risk,No,Improve consistency
STU1955,23,Female,EEE,150,643,41,2,0,0,0,47,High,41.4,Medium Risk,No,Improve consistency
STU1956,20,Male,CSE,186,115,49,0,0,0,0,146,Low,35.8,Low Risk,No,Maintain performance
STU1957,20,Male,ECE,290,139,3,1,0,1,1,255,Low,67.53,Medium Risk,No,Improve consistency
STU1958,19,Female,CSE,254,679,7,9,0,0,0,207,High,33.93,Low Risk,No,Maintain performance
STU1959,21,Female,ECE,200,385,23,8,0,0,0,75,Low,33.53,Low Risk,No,Maintain performance
STU1960,18,Female,EEE,75,752,10,7,0,0,0,89,Low,60,Medium Risk,No,Improve consistency
STU1961,23,Female,EEE,252,317,16,5,0,0,1,61,Low,46.8,Medium Risk,No,Improve consistency
STU1962,21,Female,IT,150,100,49,5,0,0,0,138,Low,30.6,Low Risk,No,Maintain performance
STU1963,22,Female,ECE,110,402,20,0,0,0,0,10,Low,63.33,Medium Risk,No,Improve consistency
STU1964,23,Female,ECE,267,543,25,1,1,1,1,176,High,67.4,Medium Risk,No,Improve consistency
STU1965,23,Female,IT,74,119,42,3,1,0,0,25,Low,58.93,Medium Risk,No,Improve consistency
STU1966,20,Male,IT,197,570,47,2,0,0,0,154,High,31.53,Low Risk,No,Maintain performance
STU1967,18,Female,ECE,72,650,43,0,0,1,0,121,Low,64.6,Medium Risk,No,Improve consistency
STU1968,18,Female,IT,56,594,44,7,1,1,0,111,Low,62.13,Medium Risk,No,Improve consistency
STU1969,24,Male,EEE,289,349,26,6,1,0,0,91,High,33.87,Low Risk,No,Maintain performance
STU1970,24,Female,CSE,13,574,15,3,0,0,1,108,Low,83.27,High Risk,Yes,"Attend mentoring, increase activity"
STU1971,24,Male,EEE,255,365,25,8,1,1,1,168,High,55,Medium Risk,No,Improve consistency
STU1972,24,Male,IT,188,177,32,3,0,1,1,49,Low,59.73,Medium Risk,No,Improve consistency
STU1973,22,Female,ECE,183,566,30,0,0,1,0,164,High,57.6,Medium Risk,No,Improve consistency
STU1974,22,Male,ECE,202,461,47,9,0,0,0,45,High,16.87,Low Risk,No,Maintain performance
STU1975,23,Female,EEE,132,114,46,0,0,0,0,256,Low,44.8,Medium Risk,No,Improve consistency
STU1976,19,Male,ECE,24,159,5,0,1,0,0,13,Low,93.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1977,20,Male,IT,69,155,43,0,0,0,0,290,Low,55,Medium Risk,No,Improve consistency
STU1978,20,Male,EEE,186,725,7,3,0,1,0,258,High,65,Medium Risk,No,Improve consistency
STU1979,24,Female,ECE,245,308,6,0,0,1,0,21,Low,63.73,Medium Risk,No,Improve consistency
STU1980,23,Female,CSE,28,176,33,1,0,0,0,292,Low,64.47,Medium Risk,No,Improve consistency
STU1981,21,Male,CSE,87,722,43,3,0,0,1,225,High,56.6,Medium Risk,No,Improve consistency
STU1982,19,Male,IT,189,655,13,6,1,0,0,91,High,55,Medium Risk,No,Improve consistency
STU1983,23,Female,ECE,103,732,15,1,0,0,0,23,Low,65.27,Medium Risk,No,Improve consistency
STU1984,19,Female,IT,66,57,42,7,0,0,0,65,Low,42,Medium Risk,No,Improve consistency
STU1985,19,Male,EEE,290,647,8,6,1,0,0,291,High,44.53,Medium Risk,No,Improve consistency
STU1986,19,Male,CSE,26,248,9,8,0,0,0,208,Low,65.13,Medium Risk,No,Improve consistency
STU1987,23,Female,EEE,216,16,16,5,1,0,0,175,Low,51.6,Medium Risk,No,Improve consistency
STU1988,24,Female,ECE,130,473,11,3,0,0,0,155,Low,60.07,Medium Risk,No,Improve consistency
STU1989,20,Female,IT,46,462,5,5,0,1,0,87,Low,80.87,High Risk,Yes,"Attend mentoring, increase activity"
STU1990,20,Female,IT,102,793,18,3,0,0,1,121,High,69.6,Medium Risk,No,Improve consistency
STU1991,24,Female,IT,35,380,42,6,1,1,0,32,Low,68.13,Medium Risk,No,Improve consistency
STU1992,19,Male,EEE,162,558,40,8,0,0,0,125,High,28.4,Low Risk,No,Maintain performance
STU1993,21,Female,CSE,116,496,28,2,0,0,0,151,Low,53.73,Medium Risk,No,Improve consistency
STU1994,18,Male,EEE,251,220,5,2,0,0,0,206,Low,49.53,Medium Risk,No,Improve consistency
STU1995,23,Female,EEE,126,174,24,1,0,1,1,287,Low,76.8,High Risk,Yes,"Attend mentoring, increase activity"
STU1996,18,Male,ECE,277,134,23,0,0,0,0,37,Low,39.27,Low Risk,No,Maintain performance
STU1997,24,Female,ECE,298,346,24,0,1,0,0,85,High,45.87,Medium Risk,No,Improve consistency
STU1998,21,Female,ECE,211,201,15,2,1,0,0,27,Low,58.87,Medium Risk,No,Improve consistency
STU1999,23,Male,CSE,114,739,15,6,0,0,1,109,Low,63.8,Medium Risk,No,Improve consistency
STU2000,24,Male,CSE,282,223,5,8,0,0,0,133,Low,33.4,Low Risk,No,Maintain performance
STU2001,19,Female,ECE,60,583,36,1,0,0,1,134,Low,68.4,Medium Risk,No,Improve consistency
STU2002,20,Female,ECE,61,337,20,6,0,0,0,16,Low,57.87,Medium Risk,No,Improve consistency
STU2003,18,Female,CSE,295,390,3,0,1,0,1,32,High,68.87,Medium Risk,No,Improve consistency
STU2004,22,Female,IT,118,682,33,1,1,0,1,171,High,72.47,High Risk,Yes,"Attend mentoring, increase activity"
STU2005,22,Female,CSE,202,587,27,5,1,0,0,126,High,46.87,Medium Risk,No,Improve consistency
STU2006,21,Male,CSE,183,248,37,4,0,1,0,30,Low,45.4,Medium Risk,No,Improve consistency
STU2007,19,Male,CSE,223,541,40,7,0,0,0,261,High,22.27,Low Risk,No,Maintain performance
STU2008,18,Female,ECE,281,709,27,1,0,1,0,93,High,44.33,Medium Risk,No,Improve consistency
STU2009,19,Male,IT,20,91,16,0,0,0,0,50,Low,77.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2010,18,Male,CSE,65,372,13,6,0,1,0,212,Low,71.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2011,21,Male,ECE,58,514,6,5,1,0,0,137,Low,78.67,High Risk,Yes,"Attend mentoring, increase activity"
STU2012,21,Female,EEE,172,211,21,7,1,0,0,151,Low,50.47,Medium Risk,No,Improve consistency
STU2013,22,Male,EEE,30,513,0,7,1,1,0,112,Low,92,High Risk,Yes,"Attend mentoring, increase activity"
STU2014,19,Female,CSE,69,653,28,1,1,1,0,116,Low,82,High Risk,Yes,"Attend mentoring, increase activity"
STU2015,23,Male,EEE,104,46,30,7,0,1,0,26,Low,54.13,Medium Risk,No,Improve consistency
STU2016,22,Female,IT,78,653,29,5,0,1,1,34,Low,72.2,High Risk,Yes,"Attend mentoring, increase activity"
STU2017,19,Male,EEE,196,598,14,8,0,0,1,73,High,49.47,Medium Risk,No,Improve consistency
STU2018,22,Female,EEE,175,610,17,6,0,0,1,246,High,54.47,Medium Risk,No,Improve consistency
STU2019,23,Female,IT,277,411,34,1,0,0,0,185,High,30.67,Low Risk,No,Maintain performance
STU2020,20,Male,CSE,191,774,49,7,0,1,0,165,High,31.13,Low Risk,No,Maintain performance
STU2021,20,Female,CSE,27,715,29,8,0,0,0,62,Low,53,Medium Risk,No,Improve consistency
STU2022,20,Female,IT,185,185,33,6,0,1,0,82,Low,43.53,Medium Risk,No,Improve consistency
STU2023,20,Female,IT,112,554,41,3,0,0,0,192,Low,44.47,Medium Risk,No,Improve consistency
STU2024,24,Female,IT,166,579,10,8,0,0,0,198,Low,45.87,Medium Risk,No,Improve consistency
STU2025,18,Female,EEE,210,476,26,3,0,0,1,22,High,50.4,Medium Risk,No,Improve consistency
STU2026,24,Female,IT,82,210,23,3,0,0,0,56,Low,59.27,Medium Risk,No,Improve consistency
STU2027,24,Female,ECE,20,549,34,8,0,0,0,169,Low,50.93,Medium Risk,No,Improve consistency
STU2028,24,Female,EEE,100,556,38,7,1,0,1,293,Low,59.87,Medium Risk,No,Improve consistency
STU2029,20,Male,CSE,151,646,7,3,0,1,0,62,Low,69.67,Medium Risk,No,Improve consistency
STU2030,23,Male,CSE,6,403,17,7,0,0,0,296,Low,65,Medium Risk,No,Improve consistency
STU2031,21,Female,CSE,14,51,12,7,0,0,0,17,Low,66.93,Medium Risk,No,Improve consistency
STU2032,21,Female,EEE,129,606,44,6,1,1,1,81,High,64.4,Medium Risk,No,Improve consistency
STU2033,18,Male,ECE,85,402,23,9,0,0,0,107,Low,46.87,Medium Risk,No,Improve consistency
STU2034,20,Male,IT,144,709,22,5,1,0,0,96,High,57.6,Medium Risk,No,Improve consistency
STU2035,20,Male,IT,154,632,11,7,1,0,0,110,Low,58.87,Medium Risk,No,Improve consistency
STU2036,20,Female,CSE,292,792,48,6,1,0,0,290,High,20.27,Low Risk,No,Maintain performance
STU2037,22,Male,CSE,133,450,29,4,0,0,0,298,Low,46.87,Medium Risk,No,Improve consistency
STU2038,19,Female,EEE,243,626,30,3,0,1,0,246,High,43.6,Medium Risk,No,Improve consistency
STU2039,22,Female,ECE,62,515,27,1,0,0,0,205,Low,63.53,Medium Risk,No,Improve consistency
STU2040,19,Male,IT,202,329,21,7,0,0,0,106,Low,36.47,Low Risk,No,Maintain performance
STU2041,20,Female,EEE,215,562,43,8,0,0,0,105,High,19.53,Low Risk,No,Maintain performance
STU2042,20,Female,IT,49,224,27,3,1,0,0,270,Low,71.27,High Risk,Yes,"Attend mentoring, increase activity"
STU2043,22,Female,CSE,101,80,12,3,1,0,0,130,Low,73.33,High Risk,Yes,"Attend mentoring, increase activity"
STU2044,22,Female,IT,283,577,24,4,0,0,0,282,High,29.87,Low Risk,No,Maintain performance
STU2045,19,Male,ECE,27,245,43,1,0,0,0,61,Low,58.6,Medium Risk,No,Improve consistency
STU2046,21,Male,ECE,48,290,45,6,1,1,0,172,Low,64.6,Medium Risk,No,Improve consistency
STU2047,19,Female,CSE,31,626,6,4,0,0,0,199,Low,74.27,High Risk,Yes,"Attend mentoring, increase activity"
STU2048,22,Female,ECE,286,171,44,5,0,0,1,286,High,25.47,Low Risk,No,Maintain performance
STU2049,23,Male,ECE,101,200,5,3,0,0,1,94,Low,77.53,High Risk,Yes,"Attend mentoring, increase activity"
STU2050,22,Female,EEE,40,18,23,7,0,0,0,203,Low,56.87,Medium Risk,No,Improve consistency
STU2051,23,Male,IT,113,69,18,7,0,1,1,190,Low,70.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2052,18,Female,CSE,59,234,18,4,0,0,0,30,Low,63.33,Medium Risk,No,Improve consistency
STU2053,22,Female,CSE,196,709,35,5,0,0,1,212,High,42.87,Medium Risk,No,Improve consistency
STU2054,18,Male,CSE,223,591,8,2,0,0,0,211,High,51.47,Medium Risk,No,Improve consistency
STU2055,21,Male,CSE,189,296,47,0,0,0,0,160,Low,36.6,Low Risk,No,Maintain performance
STU2056,19,Male,CSE,73,178,35,8,0,0,0,168,Low,43.27,Medium Risk,No,Improve consistency
STU2057,23,Male,ECE,134,71,37,8,0,0,0,35,Low,33.93,Low Risk,No,Maintain performance
STU2058,19,Female,EEE,59,358,39,2,0,1,0,75,Low,64.73,Medium Risk,No,Improve consistency
STU2059,18,Male,CSE,101,451,28,3,1,0,0,272,Low,63.73,Medium Risk,No,Improve consistency
STU2060,23,Female,EEE,91,23,23,6,0,0,0,176,Low,52.07,Medium Risk,No,Improve consistency
STU2061,19,Male,EEE,298,173,47,1,0,1,1,297,High,40.07,Medium Risk,No,Improve consistency
STU2062,22,Male,ECE,123,429,4,2,1,0,0,163,Low,77.2,High Risk,Yes,"Attend mentoring, increase activity"
STU2063,20,Female,CSE,212,766,41,5,1,0,0,215,High,37.13,Low Risk,No,Maintain performance
STU2064,18,Male,ECE,158,529,44,7,1,0,1,162,High,48.53,Medium Risk,No,Improve consistency
STU2065,19,Male,CSE,39,675,25,0,0,0,0,193,Low,69.8,Medium Risk,No,Improve consistency
STU2066,18,Male,ECE,83,557,13,3,0,1,1,168,Low,85.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2067,24,Male,EEE,71,569,38,0,1,0,0,203,Low,67.73,Medium Risk,No,Improve consistency
STU2068,18,Female,CSE,38,606,28,1,1,1,0,11,Low,86.13,High Risk,Yes,"Attend mentoring, increase activity"
STU2069,23,Female,IT,101,37,5,7,1,0,0,224,Low,69.53,Medium Risk,No,Improve consistency
STU2070,24,Male,EEE,173,717,6,5,0,0,0,184,High,53.33,Medium Risk,No,Improve consistency
STU2071,23,Male,IT,173,455,36,8,0,0,0,84,High,29.33,Low Risk,No,Maintain performance
STU2072,20,Male,EEE,155,217,17,1,0,0,0,294,Low,57.13,Medium Risk,No,Improve consistency
STU2073,24,Female,ECE,75,479,22,2,0,0,0,136,Low,62.8,Medium Risk,No,Improve consistency
STU2074,22,Female,CSE,7,725,43,8,0,0,0,58,Low,47.27,Medium Risk,No,Improve consistency
STU2075,18,Female,EEE,36,113,37,8,0,0,0,41,Low,47,Medium Risk,No,Improve consistency
STU2076,19,Female,ECE,291,751,0,5,0,1,0,167,High,51.2,Medium Risk,No,Improve consistency
STU2077,21,Male,CSE,86,435,3,2,0,0,1,24,Low,82.73,High Risk,Yes,"Attend mentoring, increase activity"
STU2078,18,Male,CSE,47,110,43,4,0,0,0,252,Low,49.93,Medium Risk,No,Improve consistency
STU2079,18,Male,EEE,109,550,46,1,1,1,1,26,High,75.87,High Risk,Yes,"Attend mentoring, increase activity"
STU2080,20,Female,CSE,5,648,34,6,1,0,0,31,Low,66.93,Medium Risk,No,Improve consistency
STU2081,22,Male,EEE,65,531,22,9,0,0,1,253,Low,60.13,Medium Risk,No,Improve consistency
STU2082,21,Female,CSE,274,115,26,7,0,0,0,90,Low,23.87,Low Risk,No,Maintain performance
STU2083,24,Female,IT,184,688,25,5,1,0,0,153,High,50.47,Medium Risk,No,Improve consistency
STU2084,24,Male,ECE,228,778,7,7,0,0,0,17,High,41.4,Medium Risk,No,Improve consistency
STU2085,24,Male,IT,10,286,42,1,0,0,0,176,Low,61.47,Medium Risk,No,Improve consistency
